EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
237528096,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237528129,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237528138,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237528175,AVA LODGE 26 AF & AM,T10,Independent,C1000,Preservation,Association,1,0,N,5000,1
237528194,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237528261,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237529336,ANCIENT FREE & ACCEPTED MASON OF KANSAS,T10,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237529404,ANCIENT FREE & ACCEPTED MASONS OF KANSAS,T10,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237529418,IOLA LODGE NO 38 ANCIENT FREE AND ACCEPTED MASONS,T10,Independent,C1000,Preservation,Association,1,0,N,5000,1
237529457,ANCIENT FREE & ACCEPTED MASONS OF KANSAS,T10,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237529463,CORNERSTONE MASONIC LODGE 219,T10,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237529473,ANCIENT FREE & ACCEPTED MASONS OF KANSAS,T10,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237529494,ANCIENT FREE & ACCEPTED MASONS OF KANSAS,T10,Independent,C1000,Preservation,Association,1,0,N,5000,1
237529526,OSKALOOSA LODGE NO 14 ANCIENT FREE AND ACCEPTED MASONS OF KANSAS,T10,Independent,C1000,Preservation,Association,1,0,N,5000,1
237529559,ANCIENT FREE & ACCEPTED MASONS OF KANSAS,T10,Independent,C1000,Preservation,Association,1,0,N,5000,1
237529581,ANCIENT FREE & ACCEPTED MASONS OF KANSAS,T10,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237529591,ANCIENT FREE & ACCEPTED MASONS OF KANSAS,T10,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237529648,HUMBOLDT POMONA GRANGE NO 19,T8,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
237529673,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237529697,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237529706,STONYFORD GRANGE 686,T8,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
237529721,THREE FORKS GRANGE 449,T8,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
237529760,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237529777,ANDERSON VALLEY GRANGE 669,T10,Independent,C1000,Preservation,Trust,1,0,N,5000,1
237529796,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237529813,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237529815,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237529819,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237529861,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237529876,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237529877,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237529896,GROVER CITY GRANGE 746,T8,Independent,C1000,Preservation,Trust,1,0,N,5000,1
237529899,SAN LUIS OBISPO GRANGE NO 639,T8,Independent,C1000,Preservation,Trust,1,0,N,5000,1
237529912,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237529914,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237529919,GRANGE OF THE STATE OF CA ORDER OF PATRONS OF HUSBANDRY CHARTER,T10,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237531079,ANCIENT FREE AND ACCEPTED MASONS OF IDAHO,T10,Independent,C1000,Preservation,Trust,1,0,N,5000,1
237531646,ANCIENT FREE AND ACCEPTED MASONS OF OKLAHOMA,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237531659,ANCIENT FREE & ACCEPTED MASONS OF OKLAHOMA,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237531744,ANCIENT FREE AND ACCEPTED MASONS OF OKLAHOMA,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237531803,ANCIENT FREE AND ACCEPTED MASONS OF OKLAHOMA,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237532190,DAUGHTERS OF ISIS OF NORTH & SOUTH AMERICA,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237532247,DAUGHTERS OF ISIS OF NORTH & SOUTH AMERICA,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237532652,KNIGHTS OF THE YORK CROSS OF HONOUR CONVENT GENERAL,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237533517,KNIGHTS OF PETER CLAVER,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237533545,KNIGHTS OF PETER CLAVER FR PETER J KENNY COUNCIL 123,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237533585,KNIGHTS OF PETER CLAVER,T8,Independent,C1000,Preservation,Trust,1,0,N,5000,1
237534102,MIZPAH CHAPTER NO 19 ORDER OF THE EASTERN STAR STATE OF NEVADA,T10,Independent,C1000,Preservation,Association,1,0,N,5000,0
237534160,DANISH SISTERHOOD OF AMERICA,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237536449,MASAB TEMPLE 11,T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
237536454,ANCIENT EGYPTIAN ARABIC ORDER NOBLES MYSTIC SHRINE OF N & S AMER,T8,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,39661,1
237537085,VIRGINIA CITY LODGE 1 AF&AM,T10,Independent,C1000,ProductDev,Association,1,0,N,5000,1
237537130,ANCIENT FREE & ACCEPTED MASONS OF MONTANA,T10,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237539533,CRYTIC MASONS OF TENNESSEE ATHENS COUNCIL 118,T10,Independent,C1000,Preservation,Association,1,0,N,5000,0
237539689,ROYAL AND SELECT MASTERS OF GEORGIA,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237539758,ROYAL ARCH MASONS OF THE STATE OF GEORGIA,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237540695,ROYAL ARCH MASONS OF TENNESSEE,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237540728,ROYAL ARCH MASONS OF TENNESSEE,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237540887,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237540889,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237540978,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237540993,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,26814,1
237541067,KNIGHTS OF COLUMBUS,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237541155,BERNARD A ROWLES-ARLINGTON KNIGHTS OF COLUMBUS,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237541220,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237541239,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237541296,OUR LADY OF THE MOUNTAIN COUNCIL NO 5757,T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
237541488,CAPE CANAVERAL COUNCIL 4826,T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
237542110,ST FIDELIS COUNCIL 1867,T8,Independent,C1000,ProductDev,Association,1,0,N,5000,0
237542111,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237542167,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237542180,KNIGHTS OF COLUMBUS 3828 DANVILLE,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237542182,CHRIST THE KING COUNCIL 4113,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237542191,OSBOURNE COUNCIL NO 4759 KNIGHTS OF COLUMBUS,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237543272,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,32658,1
237543316,KNIGHTS OF COLUMBUS KIRKWOOD COUNCI L 2117,T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
237543352,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237543405,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237545932,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,126439,1
237545955,KNIGHTS OF COLUMBUS,T8,Independent,C1000,Preservation,Trust,1,0,N,5000,1
237546067,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237546205,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237546226,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,1-9999,N,5000,1
237546229,AHTANUM MISSION COUNCIL NO 6097 KNIGHTS OF COLUMBUS,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237546480,KNIGHTS OF COLUMBUS,T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
237546524,LEADVILLE COUNCIL NO 681 KNIGHTS OF COLUMBUS,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237546608,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237546956,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237546968,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237546979,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237547084,REV A M MANDALARI S J ASSEMBLY 0682 FOURTH DEGREE KOC,T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
237547294,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237547301,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237547481,FATHER GEORGE BERBERICH ASSEMBLY NO 1105 KNIGHTS OF COLUMBUS,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237548170,ORDER OF RUNEBERG,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237550888,ROYAL & SELECT MASTERS OF MISSOURI,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237553506,FREE & ACCEPTED MASONS OF ALABAMA,T10,Independent,C1000,Preservation,Association,1,0,N,5000,0
237553617,FREE & ACCEPTED MASONS OF ALABAMA,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237559259,ROYAL ARCH MASONS OF KANSAS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237559277,ROYAL ARCH MASONS OF KANSAS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237559328,ANCIENT FREE & ACCEPTED MASONS OF KANSAS,T10,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237559533,ANCIENT FREE & ACCEPTED MASON OF KANSAS,T10,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237559548,ANCIENT FREE AND ACCEPTED MASONS OF 165 OXFORD,T10,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237559607,ANCIENT FREE & ACCEPTED MASONS OF KANSAS,T10,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
237562615,SUPREME TEMPLE PYTHIAN SISTERS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237562626,SUPREME TEMPLE PYTHIAN SISTERS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237562635,SUPREME PYTHIAN SISTERS,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237562699,SUPREME TEMPLE PYTHIAN SISTERS,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237563807,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563809,WASHINGTON STATE GRANGE,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
237563812,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563819,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563820,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563827,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563836,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563847,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563849,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563854,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563856,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237563861,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563863,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563873,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237563878,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563883,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563886,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563887,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563889,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563895,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563904,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563907,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563908,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563921,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563926,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563929,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563931,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563932,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563933,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563936,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563938,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563942,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563951,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563954,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563957,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563958,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563961,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,10000-24999,N,80179,0
237563968,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,157890,0
237563972,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563986,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237563994,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237563996,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564001,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564010,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564012,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564013,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237564014,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564029,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564033,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564043,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564046,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564050,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564052,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564056,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564057,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,10000-24999,N,148453,0
237564079,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564088,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564102,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564106,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564109,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564125,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564135,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564136,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564140,MARCELLUS GRANGE 942,T8,Independent,C1000,Preservation,Trust,1,0,N,5000,1
237564143,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237564148,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564151,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564168,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564182,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564183,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564187,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564189,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564190,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564199,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564207,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564209,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564211,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564213,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564215,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564218,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237564225,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237564230,WASHINGTON STATE GRANGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237573373,FREE AND ACCEPTED MASONS OF CALIFORNIA,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237573384,FREE & ACCEPTED MASONS OF CALIFORNIA,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237573509,FREE & ACCEPTED MASONS OF CALIFORNIA,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237573575,FREE & ACCEPTED MASONS OF CALIFORNIA,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
237573726,FREE & ACCEPTED MASONS OF LOUISIANA GRAND LODGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237573745,FREE & ACCEPTED MASONS OF LOUISIANA GRAND LODGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237573759,FREE & ACCEPTED MASONS OF LOUISIANA GRAND LODGE,T8,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237580495,SHILOH CHAPTER 8 OES,T8,Independent,C1000,Preservation,Association,1,0,N,5000,0
237582544,FREE & ACCEPTED MASONS OF WASHINGTON,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
237585161,GOLDEN SHEAF CHAPTER 226 ORDER OF THE EASTERN STAR,T10,Independent,C1000,Preservation,Association,1,0,N,5000,1
237585657,FRATERNAL ORDER OF POLICE,T8,CompanySponsored,C1000,ProductDev,Association,1,100000-499999,N,1185655,0
237587160,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587162,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587163,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587188,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587214,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587237,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,54805,1
237587258,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587267,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587271,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587275,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587280,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587300,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587326,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587336,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
237587346,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587359,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587372,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587378,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587387,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587416,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587426,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587434,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587437,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587535,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587553,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587560,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587583,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587588,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587602,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587610,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
237587649,DEMOLAY INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
